Id;SubId;Name (click to view profile);Date;Likes;Comment;Link
;5-2;Nathan DO;23.11.19 12:20:34;0;123moviestoday.net  no pop ups at all and is like 1080p for laptop at least;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugwd-bIW8sP-yndnqmR4AaABAg
;5-3;dragging no;23.11.19 12:20:34;0;Just wait for the dvd;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugwd-bIW8sP-yndnqmR4AaABAg
6;;E?E???E??E?? ??? ?;23.11.19 12:20:34;12;"Teacher; Today we talk about mental illness 
 
 That one kid who watched joker once: All I have is negative thoughts";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugw7Gv-p_HQ658Ri2mJ4AaABAg
7;;Frank Murphy;23.11.19 12:20:34;5;Joker > Avengers;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugz4D4Dv1g0gh6kcAKZ4AaABAg
;7-1;Tartaros;23.11.19 12:20:34;0;Nah;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugz4D4Dv1g0gh6kcAKZ4AaABAg
8;;Frog BTW;23.11.19 12:20:34;1;I watched this! Is good!!!??;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxRBYVKnK1ws2mWCsh4AaABAg
9;;Ghada Safwat;23.11.19 12:20:34;3;This was so good.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwNM5VSoYP-s3ztr5Z4AaABAg
10;;HOR1ZON MANIFEST;23.11.19 12:20:34;571;If this doesnt win an oscar we will protest and dress as clowns;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwBcL3334rHsos7_KJ4AaABAg
;10-1;Mike S;25.11.19 12:20:34;16;What do I dress as if I already dress as a clown?;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwBcL3334rHsos7_KJ4AaABAg
;10-2;Via;26.11.19 12:20:34;4;@Mike S  edgy;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwBcL3334rHsos7_KJ4AaABAg
;10-3;Liz Dragon-Street;26.11.19 12:20:34;5;Riots ???????????????????????????????????????????????????????????????;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwBcL3334rHsos7_KJ4AaABAg
;10-4;Goner Artist;26.11.19 12:20:34;0;https://youtu.be/KGariSZkRSk;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwBcL3334rHsos7_KJ4AaABAg
;10-5;RIPP32HARB0R;26.11.19 12:20:34;0;It’s getting crazier out there;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwBcL3334rHsos7_KJ4AaABAg
;10-6;Josh Ho;27.11.19 12:20:34;0;guess i wont have to buy a costume;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwBcL3334rHsos7_KJ4AaABAg
;10-7;Dylan Psinakis;27.11.19 12:20:34;0;I down to that!!!;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwBcL3334rHsos7_KJ4AaABAg
11;;Jane Chonev;23.11.19 12:20:34;0;Can't stop thinking about this movie and it's been two weeks!!;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx1Ll0SXK5H_FlIrfJ4AaABAg
12;;Kenneth Clarke;23.11.19 12:20:34;15;I swear part of me forgot that Joaquin Phoenix was in Joker.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxAwX4gS-bP1GpkxL94AaABAg
13;;Kheang Oudom;23.11.19 12:20:34;75;"Marvel: We have best hero 
 
 DC: We have best villian";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwaknUa-iywEcemceF4AaABAg
;13-1;Kahinur Nessa;26.11.19 12:20:34;24;DC: we have the best hero and villain;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwaknUa-iywEcemceF4AaABAg
;13-2;StrY Med;27.11.19 12:20:34;3;@Kahinur Nessa  agree;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwaknUa-iywEcemceF4AaABAg
;13-3;Aarogance;27.11.19 12:20:34;4;Heroes are overrated;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwaknUa-iywEcemceF4AaABAg
;13-4;x wherethefuccaretheavocados x;27.11.19 16:20:34;0;Aarogance true;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwaknUa-iywEcemceF4AaABAg
14;;Luis Martinez;23.11.19 12:20:34;0;When Phoenix gets the Oscar, I want that Sinatra song playing,  he's slowly walking up on stage, gives us a little dance and bows to the Oscar and then the audience.  Grabs the Oscar, looks at it, then us, then he bangs his head on the podium and runs backstage.    Fin.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgyYVrrEQC6qq3F2Ukh4AaABAg
15;;Moon Cherry;23.11.19 12:20:34;0;1:44;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugwl28H1JY9OzZ1qPm14AaABAg
16;;Moon Cherry;23.11.19 12:20:34;0;34k dislikes apparently don’t know what good movies are??;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwXuvu_A3EXihmnkHl4AaABAg
17;;Moon Cherry;23.11.19 12:20:34;3;FINALLY. Some good fucking MOVIE!!!!!;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwG2i_-cCMhLPi3uu14AaABAg
18;;Moon Cherry;23.11.19 12:20:34;3;This. Is. A  R  T;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwMOYJyYGZ5R1c6LPl4AaABAg
19;;Petros Kostianis;23.11.19 12:20:34;0;What really scares them is how many people can relate with Arthur.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgzK2KNzyUhUXG9pPxp4AaABAg
20;;Roz Swizz;23.11.19 12:20:34;0;"Check out Psycogirl??’s video!  #TikTok  >  
 https://m.tiktok.com/v/6762346715623312645.html?u_code=d9d61324929294&preview_pb=0&language=en&utm_source=copy_link&utm_campaign=client_share&utm_medium=android&share_app_name=tiktok&iid=6756032441554011910&timestamp=1574502597&user_id=6762341454528431110";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugw2DJ_BwpX4ge1Lyqt4AaABAg
21;;Sergio ReYeSs;23.11.19 12:20:34;0;OBRA MAESTRA Y MAGNÍFICO ACTOR JOAQUÍN PHOENIX;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgzUX0JafmtngckAxVt4AaABAg
22;;Subodh Singh;23.11.19 12:20:34;0;"I am trying to make this as most viewed trailer.  
 So i search and play this trailer on any device i can find my hands on.";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwsiVd8E5dBJgGaval4AaABAg
23;;Taz O;23.11.19 12:20:34;0;"If anyone wants to stream HD version for free google primewire and go to the first website you see (not a scam just looking out for fellow internet douchbags)  
 Just a lot of pop ups";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgyPiYqJkMZZjABhLLR4AaABAg
24;;TheMan YT;23.11.19 12:20:34;0;Nooooooooooooo it R rated ?? ?? ??;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx6URMPbcizywS9stF4AaABAg
25;;Thomas;23.11.19 12:20:34;17;Why do I keep watching the trailer even after watching the movie.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwvCQLNSgpUAXSJChx4AaABAg
26;;Tom;23.11.19 12:20:34;0;overrated imo;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxaH30BVQpkdgkeQSR4AaABAg
27;;Toxic Gg0.1;23.11.19 12:20:34;87;This movie gave me so many emotions. It is a masterpiece;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugwc4p2R3pyRYUvr8R14AaABAg
28;;Trdelnik;23.11.19 12:20:34;6;I watched it in cinema 4 times and planning to go to see on the last show to say good bye to the best movie I ever watched in cinema.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugwmc4sBUH-bYF3pcsp4AaABAg
29;;Venessey;23.11.19 12:20:34;11;"Director: So, how do we make this a good movie? 
 
 
 
 
 
 
 
 
 Proceeds to throw him into society";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwLKJ7PfYVfYSxugxF4AaABAg
30;;a singla;23.11.19 12:20:34;0;Proof that the critics have been bought;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwKIwLj0PTkEc9DzRp4AaABAg
31;;calvin kalitta;23.11.19 12:20:34;1;she is the best of joker movie;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxOmnOOZYHDm3oDp9d4AaABAg
32;;enter username;23.11.19 12:20:34;0;I'd say this is the only joker performance that can actually rival Heath ledgers joker.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgzMBDzkgpoiO3D4Kqd4AaABAg
33;;menelgond;23.11.19 12:20:34;0;"France ""gilets jaunes"" like this movie xD";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugwu3lTdtcniYjFEfqt4AaABAg
34;;shumaila shafin;23.11.19 12:20:34;3;I just watched this movie. It's great. Phoenix is definitely getting the oscar.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgyzM9mD_1LUqQhDdr94AaABAg
35;;sunrise spintex;23.11.19 12:20:34;3;Oscar acting;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgznpI_-WlD65_NE4qR4AaABAg
36;;A N;24.11.19 12:20:34;0;I LOVE JOKER;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwSvBApc-Ny9uX9vlN4AaABAg
37;;A V;24.11.19 12:20:34;0;"Watch Joker movie online on YouTube  -  
 https://youtu.be/LMzK1M46QeU";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwRklN5PnNxE_xesSV4AaABAg
38;;Abdulaziz Alanazi;24.11.19 12:20:34;0;I don't think it was a good movie!;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwX1Ox9e3MEKETSPh94AaABAg
;38-1;Ace Spade;24.11.19 12:20:34;0;Abdulaziz Alanazi then get lost;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwX1Ox9e3MEKETSPh94AaABAg
39;;Adam Ferello;24.11.19 12:20:34;1;why so many views ? the trailer sucks as fu**,;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx4QD77lBd47LC3YvJ4AaABAg
;39-1;PokemonFan;25.11.19 12:20:34;1;No it doesn't this trailer is amazing and so is the movie;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx4QD77lBd47LC3YvJ4AaABAg
;39-2;irij;25.11.19 12:20:34;1;The trailer is good.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx4QD77lBd47LC3YvJ4AaABAg
;39-3;chicken noodle soup;25.11.19 12:20:34;1;Your music sucks;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx4QD77lBd47LC3YvJ4AaABAg
40;;Akshay Ravi Kumar;24.11.19 12:20:34;0;As much as I hate to see Deadpool 1 and 2 getting dethroned, I'm really happy this movie got what it deserved!;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugz2J1s3NfjEYF8A0np4AaABAg
41;;Alma ASiLaH;24.11.19 12:20:34;0;Serem;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwK_Pf-yWTJdapPA0p4AaABAg
42;;Alyx Wade;24.11.19 12:20:34;2;This movie deserves all the Oscars;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxEcfc-WmJ7gR3Im0h4AaABAg
43;;Anas IQ;24.11.19 12:20:34;209;"Score: 10/10 
 
 Scenario: 10/10 
 
 Cinematography: 10/10 
 
 Characters: 10/10 
 
 Acting: 11/10";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-1;x wherethefuccaretheavocados x;27.11.19 17:20:34;2;d_ 3vil no.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-2;Rotten;27.11.19 17:20:34;2;d_ 3vil Dumbass;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-3;gaming Work;27.11.19 17:20:34;1;@d_ 3vil  no;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-4;no name;27.11.19 17:20:34;2;@d_ 3vil  you just need to use your brain to understand the movie lol;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-5;d_ 3vil;27.11.19 17:20:34;0;I'm guessing all yall between 12 to 18?;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-6;gaming Work;27.11.19 17:20:34;1;@d_ 3vil  nah seeming I actually understand the movie I'm definitely not a kid;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-7;PG Minh;27.11.19 18:20:34;1;9/11;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-8;Charon;28.11.19 08:20:34;1;d_ 3vil lmao it’s not just a teenagers movie, adults can enjoy it too. It won the Golden Lion which is a critic award and is looking at getting an Oscar. I respect your opinion and all but I think you’re being stupid about how you say it to other people, instead of shouting them down why don’t you just say respectfully what your opinion is. Also told you so, I knew someone would do this, there’s always one;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-9;BombBird 11;28.11.19 09:20:34;0;@Charon  lol YouTube deleted my comment when I was talking to d_3vil about how dumb he was. I hate this censored and protective feeling website. Sheesh... ??;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-10;Fish eye;28.11.19 11:48:34;0;10^?;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-11;Snay Army Top;25.11.19 12:20:34;5;*12/10;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-12;Ayashii Kaze;26.11.19 12:20:34;1;*13/10;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-13;Worlds Collide;27.11.19 12:20:34;1;*14/10;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-14;Jeak Ol;27.11.19 12:20:34;1;*15/10;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-15;Charon;27.11.19 12:20:34;5;"Calling it now, there’s going to be one asshole who says it’s absolutely terrible and it will start a comment war that goes on for months. That always happens 
 
 Edit: Told you so";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-16;Worlds Collide;27.11.19 12:20:34;1;"Charon dang it you ruined the chain :( 
 
 
 
 
 
 
 
 But you are right tho";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-17;Anas IQ;27.11.19 12:20:34;0;"@Charon 
 Yes, you right. 
 
 
 
 
 Actually I didn't understand anything, bro.  
 just tells me calling what? 
 And the asshole who says terrible for what? 
 
 Edit: ok, so when?";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-18;Oh Yeah Yeah;27.11.19 12:20:34;1;*16/10;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-19;Rotten;27.11.19 12:20:34;0;Oh Yeah Yeah 14976431875/10;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
;43-20;d_ 3vil;27.11.19 12:20:34;0;Chill out the movie is fucking boring.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy-wB0Eg47KSnLV1Vt4AaABAg
44;;Arthur Morgan Fleck;24.11.19 12:20:34;48;I’ve watched this movie several times and I CAN’T stop thinking about it;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwuwfFyqj8KaABUnzR4AaABAg
;44-1;supashley007;27.11.19 12:20:34;4;You are not the only one . I really can't explain why is that happened to lots of people.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwuwfFyqj8KaABUnzR4AaABAg
;44-2;theoboegoddess;27.11.19 12:20:34;5;Yep me too. It took me several days to process the movie and its concepts and how much it messes up your own head. It’s such a powerful movie.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwuwfFyqj8KaABUnzR4AaABAg
;44-3;Black Amethyst;27.11.19 17:20:34;2;Good thing im not the only one. I first thought maybe this means im a psycho as well lol;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwuwfFyqj8KaABUnzR4AaABAg
;44-4;Lubava troshkina;27.11.19 20:20:34;1;Me too.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwuwfFyqj8KaABUnzR4AaABAg
;44-5;Aryan Nagibi;27.11.19 22:20:34;1;haha good yt name;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwuwfFyqj8KaABUnzR4AaABAg
;44-6;Arthur Morgan Fleck;28.11.19 05:20:34;0;Aryan Nagibi ahahah thanks;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwuwfFyqj8KaABUnzR4AaABAg
;44-7;CJ S;28.11.19 06:20:34;0;Greatest performance I've ever witnessed. Mesmerizing. Last movie and only one I walked away saying wow. 'The Crow' that was it. Took 25 yrs to say wow again.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgwuwfFyqj8KaABUnzR4AaABAg
45;;Arthur Morgan Fleck;24.11.19 12:20:34;2;for my whole life, I never knew if I even really excited, but I do. And people are starting to notice;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugz7VUuTYRgy6KLYTgJ4AaABAg
46;;Ashok Patil;24.11.19 12:20:34;0;suiside sqaud is better;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx6rLg-ocRVUFO5s954AaABAg
;46-1;PokemonFan;25.11.19 12:20:34;1;Lol nope you must have bad taste in films if you think suicide squad is better then joker LOL;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx6rLg-ocRVUFO5s954AaABAg
;46-2;irij;25.11.19 12:20:34;2;Holy shit i laughed. You are joking, right?;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx6rLg-ocRVUFO5s954AaABAg
;46-3;Eric Eric;25.11.19 12:20:34;1;You must have read that in the Joker's joke book.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx6rLg-ocRVUFO5s954AaABAg
;46-4;eythar burhan;25.11.19 12:20:34;0;????????????????????????;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx6rLg-ocRVUFO5s954AaABAg
;46-5;Mohamed AL mahfood;26.11.19 12:20:34;1;Hahaha, No! really this is the strangest comment I've seen today, the trailer alone is better than the suicide squad movie or even two minutes in the movie better than the whole suicide squad movie, but in the end that's your opinion;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx6rLg-ocRVUFO5s954AaABAg
47;;Awesome Dude2;24.11.19 12:20:34;5;This movie was awesome, watched it numerous times;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxyJ39xfbSmkkgI3p94AaABAg
48;;Bale;24.11.19 12:20:34;1;joker full movie ................ https://drive.google.com/file/d/1Wxk6Hrm1ktKH1Vj_KbpHlgN_8PiPMXPzW2Q2kKgkzB8/view;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy_PCR-OknhtPDOOMd4AaABAg
49;;Batman;24.11.19 12:20:34;1;"I regret killing his ass 
 
 
 
 
 Nevermind that guy touched my ass when i was a kid";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxEW0z4KtjF2BgZb994AaABAg
50;;Bill Weasley;24.11.19 12:20:34;3;"Remember the critics who praised Joker. With respect - 
 Empire  
 Rolling Stone  
 Variety  
 Independent.uk  etc etc. 
 Venice Film Festival  
 They are real critics .";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgybOqZ_Lnpd9O1at9B4AaABAg
;50-1;Awesome Dude2;24.11.19 12:20:34;0;"Bill Weasley  
 
 Then there’s Rotten Tomato literally changing their original score after the controversy";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgybOqZ_Lnpd9O1at9B4AaABAg
51;;Boo Koo;24.11.19 12:20:34;0;Boring;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxuDdAlIWYgWGuB1LF4AaABAg
;51-1;Ace Spade;24.11.19 12:20:34;0;Boo Koo it wasn’t;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxuDdAlIWYgWGuB1LF4AaABAg
;51-2;PokemonFan;25.11.19 12:20:34;0;@Ace Spade  probably not enough jokes and action for them LOL;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxuDdAlIWYgWGuB1LF4AaABAg
52;;Chris Whited;24.11.19 12:20:34;14;"""you don't listen do you?""                the most central point of the whole movie...................and everything just follows.";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy5eRv45RFWK8342P54AaABAg
;52-1;Shane Smith;25.11.19 12:20:34;0;Very astute observation, no one would listen... so he made his message clear.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy5eRv45RFWK8342P54AaABAg
53;;Chris Whited;24.11.19 12:20:34;0;"""you don't listen do you?""..............that same thing that every other group that feels left out says..............this isn't about white or black..........it's about people.";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugzuf316CCCDFSepueR4AaABAg
54;;Chyde;24.11.19 12:20:34;0;"This movie is beautiful. As an artist I made my interpretation as the Joker and made a music video. 
 Hope you are entertained: 
 
 https://www.youtube.com/watch?v=zarcrLa_pR4";https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxjhgH_3SZN_om2paZ4AaABAg
55;;Cobie Kurty;24.11.19 12:20:34;0;I feel bad for the people who got joker tatoos after suicide squad?;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgzP6HQdBpxAspjrLNJ4AaABAg
56;;DCAUTOCO.;24.11.19 12:20:34;0;WHERE Jared Leto !;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgyBcqwwc6NXdPyI1xx4AaABAg
;56-1;Ace Spade;24.11.19 12:20:34;0;DCAUTOCO. ????;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgyBcqwwc6NXdPyI1xx4AaABAg
;56-2;irij;25.11.19 12:20:34;0;Nobody wants Jared Leto, his Joker is garbage.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgyBcqwwc6NXdPyI1xx4AaABAg
57;;David Rios;24.11.19 12:20:34;1;Although I watched this movie 3 times, I can't stop watching this amazing trailer.  In my opinion one of the best trailers ever!;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugy8QIcxJIhqz9xWXSx4AaABAg
58;;Decepticon Leader;24.11.19 12:20:34;2;I told all my friends this movie is gonna be the best joker ever and it was. Nobody cared. all they said was Ledger this and Ledger that.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxsdVktOCGjDSPg6nN4AaABAg
;58-1;x wherethefuccaretheavocados x;27.11.19 17:20:34;0;I hate those type of people smh. They don’t know how to move on.;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=UgxsdVktOCGjDSPg6nN4AaABAg
59;;Denis TheDonkey;24.11.19 12:20:34;0;Is this worth watching?;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugz47SJfhPrRJa4aNtF4AaABAg
;59-1;PokemonFan;25.11.19 12:20:34;1;Yes definitely;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugz47SJfhPrRJa4aNtF4AaABAg
;59-2;chicken noodle soup;25.11.19 12:20:34;0;Yes;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugz47SJfhPrRJa4aNtF4AaABAg
60;;DerivedFuture;24.11.19 12:20:34;0;0:23;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugzycm6VoMRPSRPfZYZ4AaABAg
61;;Elvia Bocanegra;24.11.19 12:20:34;0;I used to care but now I just chill and stay away from the terror(s);https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugzp4VmA-UhYkmCR2LN4AaABAg
62;;Elvia Bocanegra;24.11.19 12:20:34;0;save your mind save your soul;https://www.youtube.com/watch?v=zAGVQLHvwOY&lc=Ugx8WDcN0IFJaAHsBdN4AaABAg
