;;Name (click to view profile);Date;Likes;Comment;(view source)
41;;Bee craze;28.11.61 15:43:40;1;I am so SICK OF SEEING MAMA MIA ADS EVERYWHERE. I CANNOT GO ANYWHERE OR WATCH ANY CHANNEL ON TV OR YOUTUBE WITHOUT BEING ASSAULTED BY MAMA MIA ADS. I DO NOT WANT TO SEE IT., OK??!! I ACTUALLY USED TO ENJOY ABBA ON MY OWN BUT NOT ANYMORE! BECAUSE OF THE CONSTANT BARRAGE OF DANCING QUEEN AND MAMA MIA!!!!! I WILL DIE HAPPY IF I NEVER HEAR DANCING QUEEN AGAIN!!!! sorry I just needed to vent that, I’ve been seeing that stuff nonstop for like 2 weeks. I just want to watch big brother and YouTube vids in peace, y’all. like I used to love abba songs but now they are in my head constantly and I feel like this movie is trying to brainwash me but it’s repelling me so hardcore. Usually I love musicals but I just can’t. It’s pushing me to hard and I just have to rebel. I will do everything in my power not to watch this movie lol;view comment
42;;Beeeth X;28.11.61 15:43:40;0;Feel like i will cry;view comment
43;;Beeeth X;28.11.61 15:43:40;0;What happend to sophies 2 friends who were her bridesmaids???;view comment
44;;Ben Ward;28.11.61 15:43:40;0;NOOOOOOOO Fucking hell. The first film was shit and it ruined the James Bond I grew up with! Why do another piece of shit!?!?;view comment
45;;Benjamin Acosta;28.11.61 15:43:40;0;SPOILER ALERT— SOOOOO disappointed... they killed Donna and she does not appear in the movie ;(;view comment
46;;Bethany Rose;28.11.61 15:43:40;0;But Donna’s mom is dead in the first film so where does Cher come into this;view comment
47;;Bhagas Kevin;28.11.61 15:43:40;0;This movie is so good and beautiful ??;view comment
48;;Brandon o_O;28.11.61 15:43:40;0;Why does she wanna go see this? ? i said slender man but why this ?;view comment
49;;Brent Lewis;28.11.61 15:43:40;0;Awesome film! Who else saw an early screening of this!?;view comment
50;;Brightburn 2020;28.11.61 15:43:40;0;Is donna alive or dead;view comment
51;;C M;28.11.61 15:43:40;1;????? ????? ???!!!!! ??'? ???? ????;view comment
52;;CKD777;28.11.61 15:43:40;0;They didnt have the young Harry Sam or Bill look how they looked in the first movie when Donna first sees them in the attic. (long hair, moustache, etc);view comment
53;;CMTV;28.11.61 15:43:40;0;If a sequel didn't work for Grease, what makes them think it will work for this?;view comment
54;;Caithlin Reilly;28.11.61 15:43:40;4;I just told bill,I told Harry,I told many many people ???;view comment
55;;Cameron Butler;28.11.61 15:43:40;0;why does it flash back to 1979? the first movie came out in 2008 and the daughter  was 20, so the flashback should be in 1989;view comment
56;;Camila Leon Ledesma;28.11.61 15:43:40;0;Wasn’t Donna’s mother dead?????;view comment
57;;Cassandra De La Rosa;28.11.61 15:43:40;0;Imma watch this movie in the theaters ??? I LOVE IT SO MUCH;view comment
58;;Catelyn Duran;28.11.61 15:43:40;0;Wheres Donna?!??!;view comment
;58-1;Linda Jung;28.11.61 15:43:40;0;Catelyn Duran dead;view comment
59;;Charlie Baker;28.11.61 15:43:40;0;I'm seeing it tomorrow;view comment
60;;Charlotte TTE;28.11.61 15:43:40;0;Fatal película horrible no sirve dicen que la segunda parte nunca servir terrible música vista matan , solo disfrute las palomitas;view comment
61;;Che Nolan-Rigby;28.11.61 15:43:40;2;OMGGG I’m so excited rn??;view comment
62;;Chelsea;28.11.61 15:43:40;1;I never liked the first one that much but I really enjoyed this movie;view comment
63;;Chloe Shaw;28.11.61 15:43:40;0;I’m seeing this tonight;view comment
64;;Chloe’s World;28.11.61 15:43:40;0;The day Mamma Mia comes out is my birthday and the first one was the year I was born!;view comment
65;;Chonna Morris;28.11.61 15:43:40;1;PLEASE STOP PLAYING THIS FOR EVERY GODDAMN AD I'M NOT GOING TO GO SEE SO PLEASE STOP.;view comment
66;;Christine Cartieh;28.11.61 15:43:40;1;There's  never any black or Mexican people in it, so sad;view comment
67;;Christine Henry;28.11.61 15:43:40;0;Watched this last night and WOW!!!  What a WONDERFUL film!!!!  So funny. So sad. So totally brilliant!  I deliberately did NOT watch trailers before seeing it as I didn't want to know anything about it.  Mama Mia team - thank you!!! ??;view comment
68;;Christine Henry;28.11.61 15:43:40;0;Wish my mum could've seen it as she LOVED the first one and would've loved this just as much if not more! ???? ? genius film!;view comment
69;;Cool dude Fortnite;28.11.61 15:43:40;0;I’m seeing it today I’m so happy??;view comment
70;;Cris John David Manero;28.11.61 15:43:40;0;It's funny how feel good this movie is and heartbreaking at the same time. I saw it in theaters today. ???;view comment
71;;Daniel Ybarra;28.11.61 15:43:40;0;Omg, why does this even exist????? D:;view comment
72;;Daniela Bodoh;28.11.61 15:43:40;1;I just watched this movie!!! So amazing!!!!;view comment
73;;Danielle Johnson;28.11.61 15:43:40;0;I still can't believe that Donna Sheridan has died! ????;view comment
74;;Danko Memeo;28.11.61 15:43:40;39;gets ad for Mamma Mia before trailer plays;view comment
;74-1;soft boi;28.11.61 15:43:40;0;Same XD;view comment
;74-2;Rosa Melotta;28.10.19 12:12:41;0;Mamma mia. Was;view comment
75;;Daoming Si;28.11.61 15:43:40;2;I cried. ?????;view comment
76;;Daoming Si;28.11.61 15:43:40;1;If Harry was gay then why did he sleep with Donna?;view comment
77;;Daoming Si;28.11.61 15:43:40;0;Mamma Mia sang the ABBA songs way better.;view comment
78;;Darren Seeds;28.11.61 15:43:40;2;"I'm pregnant in the same place mom was." what a weird line...?;view comment
79;;David Gibbs;28.11.61 15:43:40;0;Elvis got a lot of stick for making movies like this 50 years ago and he could sing better than any of this lot AND he was a better than any of them.;view comment
80;;David Pat;28.11.61 15:43:40;0;You ever smoke to much crack you start traveling through time?;view comment
81;;DavidHokeyHoke;28.11.61 15:43:40;0;I like how this movie says its ok to be with three different guys pretty much all at once lol I mean I like how it doesn’t judge her character or anything - it’s just something that happened. I think that’s important for ppl to see;view comment
82;;Debbie Teixeira;28.11.61 15:43:40;47;Sequels usually fail but this one was fantastic!  Well done!;view comment
83;;Deflou;28.11.61 15:43:40;0;Howard Stark? ?;view comment
84;;Demelsa Huenestein;28.11.61 15:43:40;1;Ten years later and Amanda didn’t change..! ?;view comment
85;;Denzel Lyle Bautista;28.11.61 15:43:40;0;Better than the first part!! WORTH WATCHING FOR ??????;view comment
86;;Derby25;28.11.61 15:43:40;0;Looks like tripe for teenaged airheads.;view comment
87;;Despina L.;28.11.61 15:43:40;0;Panos Mouzourakis is the best;view comment
88;;Dilano Precilia;28.11.61 15:43:40;0;I'm dutch;view comment
89;;Dilini Rathnayake;28.11.61 15:43:40;0;Woooowww it's twooo Just can't wait..... oh my godddd;view comment
90;;Dino Alojado;28.11.61 15:43:40;0;I've watched mamma mia 1 when I was 4 years old and I've watched it many times now that Mamma Mia 2 was released. I've been watching it everyday.;view comment
91;;Don't Judge, Read;28.11.61 15:43:40;0;Three more days!!!!;view comment
92;;Dragica Jelic;28.11.61 15:43:40;0;After watching the movie I see how much they spoiled everything in trailer. Absolutely everything that was supposed to be revealed in the end was revealed here. I enjoyed the movie BTW, it was amazing but I knew how it will end since it have started.;view comment
93;;E R;28.11.61 15:43:40;0;Actually the stupidest movie with No sorry line I have ever seen smh;view comment
94;;ESKETS;28.11.61 15:43:40;0;I saw it today, it was terrible.;view comment
95;;Eleanor Clarke;28.11.61 15:43:40;0;Fantastic movie;view comment
96;;Elena Mermelstein;28.11.61 15:43:40;0;Okay, so I am seeing this movie today but I've never seen the first one and I am worried that I have to see it otherwise this movie won't make any sense. Any advice?;view comment
97;;Eliana Robinson;28.11.61 15:43:40;0;It’s in the wake of another poisoned story (the second of this year) that has made my fears for HTTYD 3 grow. I lack any confidence (however I will happily eat these words if I’m wrong) that a man determined to make his fans cry with the final DRAGON film won’t succumb to the tragically unfortunate ‘destroy good stories’ craze we seem to have in our film world lately. I hate stories that set up this great, epic story and then tear it down in a sequel (or connecting story) I love the stories that inspire life, hope, courage and above all love. A love of the story, a love of life. Really is needed, agreed, in stories to be believable, but like sugar in a repicy it needs balance. Too much makes it too sweet to little makes it sour. MAMMA MIA 2 was a nice story, good to see the back story, but I found it tried to recreate this epic cake and failed. The music wasn’t as vibrant or inspiriting, it lacked it’s basic and homely quality I loved best about the first and - while I can appreciate a tale about mourning and moving on - I felt this one was too focused on the sad. Leaving many questions unanswered as well. It was too forced and ridged and regretfully I must say; soulless. It had too much sugar for my tastes and sadly falls to the second film this year in a series that negates the great, epic story that came before. I can only hope this growing horrible occurrence in our films burns out before DRAGONS 3 arrives next year, because; though I’ll be open and fair, I WILL NOT hold any punches in my review of DRAGONS 3 if such a soulless, dark and depression craze remains in the last film of the very dearly loved series. I’ve seen the death of two beloved franchises. For the love of Thor! Don’t give us another one. Stories of dark and sad can work but not if it butchers something that was once vibrant, strong and wonderful. That’s too much reality, too much sugar for anyone to swallow.  Making it DRAGON size…well, it will choke this writer half to death.  I can only hope it won’t end that way. Mamma Mia 2 Review By Ej Robinson;view comment
98;;Elif Ongan;28.11.61 15:43:40;0;IT WAS SO GOOD!! I made a vlog about it in my channel if you wanna check it out!;view comment
99;;Em xox;28.11.61 15:43:40;0;Bruh I bet no one watched the first one;view comment
100;;Ema Golob;28.11.61 15:43:40;0;I told Bill, I told Harry, I told mani mani People hahahahahahaha;view comment
101;;Emiliehaha Guldberg;28.11.61 15:43:40;0;I have see the movie;view comment
102;;Emiry;28.11.61 15:43:40;0;YOUNG BILL IS SO HOT!;view comment
103;;Emma Gibbons;28.11.61 15:43:40;0;definitely did not cry in this movie... <3;view comment
104;;Emma Lawrence;28.11.61 15:43:40;0;Um but where is Dona???;view comment
105;;Emma Maria T;28.11.61 15:43:40;0;The best movie every In the wold ??;view comment
106;;Emma Marichale;28.11.61 15:43:40;2;Omg this was SUCH A GREAT movie !;view comment
107;;Energy Plateauh;28.11.61 15:43:40;0;They should have used one of bill skarsgards sons to play the younger him!!;view comment
108;;Erika Cosgoat;28.11.61 15:43:40;0;Soo exited to watch it;view comment
109;;Erin Jane;28.11.61 15:43:40;0;OMFGGGGGG I THINK SHES PREGNANT  Edit: I’m an idiot;view comment
110;;Erin Xox;28.11.61 15:43:40;0;I cannot wait to see this!??;view comment
111;;FRANCISCO ANZALDO;28.11.61 15:43:40;0;I just saw mama mia 2. Its amazing!!! ????;view comment
112;;Fati Mahood;28.11.61 15:43:40;0;??;view comment
113;;FayeRichards;28.11.61 15:43:40;0;I saw this yesturday and i thought its quite sad compared to the other one. In the cinema i looked round and there were some tears from some people.;view comment
114;;Felicity Roper;28.11.61 15:43:40;0;i watched the movie today. soo sad. cried at the end when donna came back. trying not to give away too much. such an mazing film and i wished it could go on for longer even tho it was already 2 and a half hours long. it would have been better with more original songs in it.;view comment
115;;Ferdi Hidayat;28.11.61 15:43:40;0;Bring me please;view comment
116;;Ferdinand Galvez;28.11.61 15:43:40;0;Been waiting for this sequel. So much love for Amanda Seyfried;view comment
117;;Filip Radic;28.11.61 15:43:40;0;This is croacia;view comment
118;;Filiz Ilhan;28.11.61 15:43:40;0;spastige tek laf yetmiyor ANLAMASI icin... iki KIZ KARDES DOGRUYU ANLAMAMAÖZÜRLÜ... 1991 SONU BASLADIM KOT TÜRÜ SEYLER GIYMEYE... ONDAN ÖNCE KILOMDAN DOLAYI PANTOLONA ZATEN KÜSDÜM... 1992 EVDE KAPALII GIYMEME DOGRU TELAS BASLADI VE O SENE ISYAN BAYRAGINI CEKTIM...1993 HAZIRAN PIKNIGE GITTIGIMIZDE GIYDIGIM KOT ?ORT ESK? PANTOLONUMDAN KES?D? VE HER YER?M TA?TI?I ?Ç?N UZUN T??ÖRT GIYEREK KAPATIYORDUM.... NE TOPLULUKTAN AYRILDIM NE SUYA FALAN GIRDIM(ÖYLE SU FALAN YOKTU) YANI 1990 ILE 1993 ARASINDA GIYDIKLERIMLE YAPTIKLARIM HIC ANLATILDIGI TÜRDEN DEGIL;view comment
119;;Florp;28.11.61 15:43:40;0;I feel like it would've been so much better if Saoirese Ronan played young Donna.;view comment
120;;GAMINGWITH NATE;28.11.61 15:43:40;0;Cher;view comment
121;;GG Prepper;28.11.61 15:43:40;0;I have never been so disappointed in a prequel in my life until I saw this one. Although it was funny it seemed to be forced funny. Although it was musically talented it seemed to be pushing ABBAs unsuccessful music.  And bringing back everyone was awesome except Donna was only a figment of selfies imagination because they killed her off. And that was something that was totally unnecessary because they could have put her stranded at a ski resort somewhere instead.  But they couldn't put Cher and Meryl Streep side-by-side when Cher looks so much younger than Meryl Streep due to her plastic surgery so there you go.  This is one video I'm not going to waste time and money purchasing.;view comment
122;;Gabriel Walker;28.11.61 15:43:40;0;I don’t like it. There’s to much happiness and no acton like come on no hate though;view comment
123;;Gamer Sky;28.11.61 15:43:40;0;I’m going to see mama Mia with my mama and I am sooooo excited!!!!!!!????;view comment
124;;Garland Queen Of Lace;28.11.61 15:43:40;0;Song at  0:13 ?;view comment
;124-1;Kevin G;28.11.61 15:43:40;0;Angel Eyes its originally sung by ABBA but the movie its sung by Amanda Seyfried; Christine Baranski and Julie Walters.;view comment
125;;Gary Waddell;28.11.61 15:43:40;1;This is the best movie going this year your great;view comment
126;;Gemini321;28.11.61 15:43:40;0;I loved MMHWGA but I was kind bothered by they ..... I don't want to be overly specific for those who haven't seen it but the  parts with young Donna they mixed up the order of who , Donna met 1st and I forget the name of 1 of the 3 guys and they didn't even say it in this movie , lol;view comment
127;;George Weasley;28.11.61 15:43:40;4;SOILER ALERT DONNA IS DEAD;view comment
;127-1;Alix Raphaelson;28.11.61 15:43:40;0;George Weasley when you watched the movie, did you notice this plot hole: How did Donna die?;view comment
;127-2;George Weasley;28.11.61 15:43:40;0;Alix Raphaelson it didnt tell u how she died I don’t believe;view comment
;127-3;Alix Raphaelson;28.11.61 15:43:40;0;Yeah no that’s what I am saying.;view comment
128;;Gerbil vids;28.11.61 15:43:40;0;10/10 movie I watched it in the cinema ?;view comment
129;;Gina Laureano;28.11.61 15:43:40;0;Sorry.  Don't like the new version of the daughter.  The new girl looks clumsy.;view comment
130;;Grace Cunningham;28.11.61 15:43:40;0;Looks fun! Cool to see an actor from Harlots in it too, it’ll be fun to see him in another role. ?;view comment
131;;Greg Battles;28.11.61 15:43:40;0;oh my a all white cast no biggie nothing new they it's always been that way..what would be new if some one mention it.;view comment
132;;Guido Dam;28.11.61 15:43:40;0;Awesome movie...very good and nice that hidden Abba treasure songs got to the stage!;view comment
133;;GurlInpink;28.11.61 15:43:40;0;I've watched the movie!!! So dope?;view comment
134;;Gwen;28.11.61 15:43:40;0;yo where my fellow greeks at ?????;view comment
135;;H1ghland;28.11.61 15:43:40;0;GREECE IS PARADISE;view comment
136;;Hannah Mackay;28.11.61 15:43:40;0;I have been waiting sooo long for this sequel;view comment
137;;Henna Elina;28.11.61 15:43:40;0;i’m actually personally offended they didn’t make the actresses wear contacts ESPECIALLY rosie’s younger self, you mean to tell me she literally had LIGHT BLUE eyes when she was young and almost BLACK eyes when she was older???? and donna has brown eyes when she’s young and blue when old??? nah chief this aint it;view comment
138;;HereWeGo Again;28.11.61 15:43:40;0;I search Mama Mia bc I didn't know what it was;view comment
139;;Hidayat Montana;28.11.61 15:43:40;0;???? ????? ???? ? ????;view comment
140;;Hiroikku;28.11.61 15:43:40;0;Words cannot describe how pleased I was when they started playing Angeleyes. Not one of their most well known, but by far my favourite, and forever my favourite. Mamma Mia 2 was amazing!!;view comment
141;;Holly_123 29;28.11.61 15:43:40;0;I need to see this film :(;view comment
142;;Honor Byrn;28.11.61 15:43:40;1;It’s an amazing movie;view comment
143;;IceMaster972;28.11.61 15:43:40;0;Spoiler: we DON'T find out who sofie's dad is!!! So why does this movie need to exist??!!!;view comment
144;;Imboredcanyoutell?;28.11.61 15:43:40;0;Grandma you weren’t invited, that’s the best kinda party.  Me;view comment
145;;IonaW xx;28.11.61 15:43:40;0;I have already seen the film  it is really good !!;view comment
146;;Iris Pasalic;28.11.61 15:43:40;0;CROATIA??;view comment
147;;It’s Me;28.11.61 15:43:40;0;I’ve seen the movie I recommend to watch it;view comment
148;;JAMES FERNANDEZ;28.11.61 15:43:40;6;10 years later, Here we go again!!! ??????;view comment
;148-1;JAMES FERNANDEZ;28.11.61 15:43:40;0;Stay informed I'll be in Vis Island in 2 days!! ?;view comment
;148-2;JAMES FERNANDEZ;28.11.61 15:43:40;0;Stay informed just came from the Island!! Loved it!! Its an amazing place!! ?;view comment
149;;Jackie R;28.11.61 15:43:40;2;OMFG I’m tired of seeing this commercial before every video I watch;view comment
150;;Jacob Jakubec;28.11.61 15:43:40;0;STOOOP !!! Just STOP IT !!! Please Stop !!!  Stop makin this shit with horrible music and horrible actors .... JUST STOP FOR FUCK SAKE;view comment
151;;Jaeden Little;28.11.61 15:43:40;1;If I have to hear this fucking stupid movies advertising by electronics in wal mart one more time I will stab out my own ear drums to become deaf.;view comment
152;;Jagger Paton;28.11.61 15:43:40;0;THERE IS A FUDGING SECOND ONE!? NO ONE TOLD ME! OMG IM EXCITED??????????????;view comment
153;;Jagoda;28.11.61 15:43:40;0;BEEEST! but on this version i crying so much???;view comment
154;;Jagoda;28.11.61 15:43:40;0;BEEEST! but on this version i crying so much???;view comment
155;;Janely Helend;28.11.61 15:43:40;0;I feel like this movie was pointless...it had stories that i think they already had in the first...i feel like i have to watch the first one after this one to shake of this feeling. And without donna this movie was just crap. The whole story was boring and like in the first one you had a story and you felt like watching a movie but with this one i feel like i have been watching song videos for and hour;view comment
156;;Jay2pay;28.11.61 15:43:40;0;Horrible movie it was like watching a bad traffic accident.;view comment
157;;Jayza’s Channel;28.11.61 15:43:40;0;Who was her dad?;view comment
158;;Jemia Aguero;28.11.61 15:43:40;0;Mamma Mia will forever be my favorite movie;view comment
159;;Jimin[e]’s;28.11.61 15:43:40;0;OH MY GOD I JUST FOUND OUT NOW AND ITS COMING! Jesus Christ, my heart is not PREPARED;view comment
160;;Jk Coronado;28.11.61 15:43:40;0;I hate ween someone die in this movie;view comment
161;;JoJo Tapel;28.11.61 15:43:40;0;Yes!!!! ?;view comment
162;;Joana Orlindo;28.11.61 15:43:40;1;Who is the father?;view comment
163;;Joanna Jackson;28.11.61 15:43:40;0;IT WAS SO GOOD ?????;view comment
164;;Joyce Salcedo;28.11.61 15:43:40;0;Lily James ??;view comment
165;;Joyee Luk;28.11.61 15:43:40;0;Is Sophie and her fiance married or did she just choose another guy?;view comment
166;;Julia Atkeson;28.11.61 15:43:40;0;I am sosososo happy that this is coming out!!!!!!!!!!! I'm digging it;view comment
167;;Julie Butler;28.11.61 15:43:40;75;Oh my God I just realized her name is Lily James like Lily and James Potter!!! Sorry just some random Potterhead thought I'll leave now?;view comment
;167-1;Ariadna hidalgo;28.11.61 15:43:40;1;Julie OMG NEVER NOTICED Thats so cool, I'm a potterhead too;view comment
;167-2;Julie Butler;28.11.61 15:43:40;0;Ariadna hidalgo ???;view comment
;167-3;Walrider Ghosts;28.12.18 12:12:41;0;Ariadna hidalgo same;view comment
;167-4;Walrider Ghosts;28.12.18 12:12:41;0;Julie same;view comment
;167-5;CharmChatelle;28.02.19 12:12:41;0;Same here! Potterheads forever!!!;view comment
168;;Julie Cooper;28.11.61 15:43:40;0;I can't wait too see it in cinemas and on dvd I'm so excited Hannah cooper ?;view comment
169;;Julies Edits;28.11.61 15:43:40;0;is it inappropriate??;view comment
170;;JustinBieberiscool20;28.11.61 15:43:40;0;lily james really made this movie;view comment
171;;KD 04;28.11.61 15:43:40;0;Ughhhh I can’t wait!!!;view comment
172;;KRAZEEIZATION;28.11.61 15:43:40;1;The amazing songs of Abba being butchered and made sound second rate by second rate performers.;view comment
173;;Kajsa;28.11.61 15:43:40;1;I love those 3 dads, but am I the only one that wants to know who the real father is?;view comment
174;;Kalli Gratsos;28.11.61 15:43:40;0;Do i have to watch the first mamma mia to understand this one?;view comment
175;;Karys Bennett;28.11.61 15:43:40;0;got the trailer before the video...;view comment
176;;Kate;28.11.61 15:43:40;0;Fuck I’m so excited for this;view comment
177;;Kate's Galaxy;28.11.61 15:43:40;0;I just told bill I told hary  pauses  I told many many people;view comment
178;;Kea Michelle;28.11.61 15:43:40;0;HIDEOUS!! We walked out of the cinema after 30 minutes of trying to endure this sickly, desperate, over the top, horrendously bad acting. The first film was AMAZING!! The second was a shameful embarrassment with a LAME and sorry story line. Don;t be fooled by the flashy trailer... the film will make you vomit into your popcorn. Please save your time and watch something else.;view comment
179;;Kennedy Moore;28.11.61 15:43:40;0;The whitest movie ever lol;view comment
180;;Kevin marmalade;28.11.61 15:43:40;0;Must be honest and thought the film was totally rubbish, nowhere near as the first one bit like when grease 1st came out brilliant but then grease 2 was bloody crap.;view comment
181;;Kim Workman;28.11.61 15:43:40;0;Soooo, is meryl in it?;view comment
182;;Kris LaWho;28.11.61 15:43:40;0;Just came back from the theatre a couple minutes ago. This film is absolutely inspiring. You’ll love it trust me. It’s beyond excellent.;view comment
;182-1;Lauren Jensen;28.11.61 15:43:40;0;I loved it too Lily James made such a fantastic young donner honestly couldn't asked for a better cast ??;view comment
